전체날짜,종목명,제목,본문
2022.06.13 10:39,카카오,지난주에 올렸던글 내말이맞지??,"카카오 바닥을 다지는듯 하겠지만 결국 쌍바닥이 아니라는것


물론 외바닥에서 오를수도 있지만 그럴확율 높지가 않다


북한도발 화물파업 그외에 수많은 악재들까지


오를 이유가 전혀 없는 상황인듯



자 판단은 알아서 하시고 며칠전에 띄운글입니다


시총상위 종목들 요렇게 올려주는 사람도 없을거다


얼빵한듯한 제글은 무시해도 상관없구


수고들 하이슈웅




==================================== 며칠전 띄운글 두둥실



코스피 5일20일선 깨고 내려가는 흐름


시총 상위권 종목 중 살만한것 한두개밖에 없음


그것도 잘못사면 단기고점에서 물릴 가능성이



시총 상위권 종목 흐름


삼성전자 : 쌍바닥 이탈 역배열 진행


LG엔솔 : 공모가 이후 내려가는 흐름


SK하이닉스 : 쌍바닥 실패 내려가는 흐름


바이오로직 : 단기고점 공매도 타이밍이


LG화학 : 120일선 저항이 문제가 될것임


현대차 : 120일선 저항이후 내려가는 흐름


삼성SDI : 하락추세 열배열 흐름


카카오 : 쌍바닥 지지 실패 신저가 갱신 위험


네이버 : 쌍바닥 타이밍 이긴하나 올라봐야 단기고점으로 끝날듯



요렇게 정리해 주는것도 해주는 사람 잘 없을것이다


물론 내말이 맞을지 틀릴지 어떻게 될지 모르지


(주식이란 아무리 분석잘해도 변동성이 높으니깐)




사실 시가총액 상위 종목들 중 살만한게 없는것이 사실


LG화학 바이오 현대차 는 선방했긴 했지만


단기 고점이고 화물연대 파업도 문제이고


장기불황 계속되면 단기고점 찍고 다시 내려간다




카카오 네이버 는 신저가 갱신 할 우려가 높고


저가매수 들어가다가 물릴수도 있음



오른다고 한등 단기고점에서 밀리게 될지두




거기에 기타등등 종합해보면


오늘 30포인트 빠지고 코스피 밀리고 있고


외인 기관 동반매도 하면서 비싸다고


팔고있는 그림이 하락세가 맞음





유럽지수 나스닥 다우지수 또한


단기고점 올라올듯 하지만



결국에 내려가는 하락세의 흐름"
2022.06.13 10:40,카카오,현금 가진자들을 위한 잔치구나.,남의돈으로 투자 한 사람들은 다 쌩지옥이네. 내 돈 가지고 해도 지옥인데.
2022.06.13 10:40,카카오,내 탓이요,수입 은 본인 몫 주식 기초 계산법 기간 그래프 는 정확히 알려줌 .앵두 말씀 참고 마지막 결정 은 자기 몫 두 깡통 마무리 들어 갔음 좋은 소식 올것 기간 이 조금 짧고 지수 바닥 같이 들어온다.
2022.06.13 10:42,카카오,6만 가즈아~~,6만 가즈아~~
2022.06.13 10:42,카카오,주가 올리면,"쪼개기 상장, 먹튀한 주식
되돌려야 한다.

합병하고, 자사주 매입해서 소각처리 해라."
2022.06.13 10:43,카카오,50만원짜리 주식이,35만원된거 실화??
2022.06.13 10:44,카카오,26년차)운죄인 수혜주,"그 대가 치러야지~^^

89천원에 판 형이여~

수거~^^"
2022.06.13 10:48,카카오,피같은 내돈 주식으로 2천만원손실죽겠다 OOO,OOO
2022.06.13 10:51,카카오,아직 버틸만하지?,그럼 저점 아니다ㅋㅋㅋ
2022.06.13 10:51,카카오,깝죽댈때 알아봤어야제,"안그래?
카카오이발, 카카오 깍두기.
레알?
깍두기 마사지는 워뗘?"
2022.06.13 10:53,카카오,배당금 53원짜리 잡주식 왜 넣는거야??,진짜 투자할 가치도 없는거 같은데
2022.06.13 10:56,카카오,^^,^^
2022.06.13 10:56,카카오,빵이나 쳐먹으러 다니니,주가가 이렇지 5년간 안볼란다
2022.06.13 10:57,카카오,이딴 주식,3만 가버려라
2022.06.13 10:57,카카오,오늘 코스피 ㅡ110 포인트,ㅋㅋ
2022.06.13 10:58,카카오,"2년보유,마이너 10%","모든종목 다 파란네
비트 40%마이너스
힘든다,
제네시스 날렸네"
2022.06.13 11:04,카카오,망카오망카오,범수야코털뽑힐쥰비해라
2022.06.13 11:05,카카오,집팔아서 주식사라고 말한놈 책임져라..,"티비에 나와서 사교육비 주식투자해라

집팔아서 주식투자해라

커피사마실돈으로 주식투자해라

적금은 바보나 드는거다.

돈이 일하게 만들어라???

개소리하고있네..

돈이 일하는데 왜 마이너스냐??

방송나와서 위험성은 전혀 설명안하고

무조건 좋은쪽으로만 설명하던데

그아저씨말 듣고 적금 다 주식투자했는데 다 망했다.."
2022.06.13 11:06,카카오,5만원은 무조건 가니까 조심하길,개미들은 월봉으로 봤을 때 역대 최고치 찍은 종목에 들어가면 위험합니다~
2022.06.13 11:08,카카오,15만에 15억 태운분..,소식좀..
2022.06.13 11:09,카카오,ㅋㅋ월봉으로 차트봐라,"떠오르는 스키 있지않냐?

아직 끝나려면 멀은 듯"
2022.06.13 11:09,카카오,스태그인플레이션에서,J플레이션까지 이제 시간문제일듯
2022.06.13 11:10,카카오,시기 놓쳤다,"돈많이 풀리고, 물가 올라 가고, 금리 올라가고, 성장주고 견딜수가 있나 , 알면서 당했다,
장투하라고 해서
타보지도 못하고 제네시스 도망갔다,
추매고 숀절이고 다 포기다"
2022.06.13 11:10,카카오,거품이 너무 껴있었어..,4만대는가야 찐상승나올듯
2022.06.13 11:10,카카오,현재... 마이너스 28.7% 아....,"물론 저보다 더 크게 잃으신분들 많겠지요...

그래도...

죽겠습니다..."
2022.06.13 11:11,카카오,배째라 버틴다 배찢어도 버틴다,"싼값에 사려고

아주그냥 ~~"
2022.06.13 11:12,카카오,요즘 영화관 팝콘맛집 어디임,도리거니도 ??
2022.06.13 11:14,카카오,다시 매수 했습니다. 숏 보고요,"나스닥 선물 꿈틀대서...
다시 들어 왔습니다.

바닥 본듯 하네요

+2% 보고 들어 옵니다."
2022.06.13 11:15,카카오,빛내서 사라던 유영두~,리딩비 내고 세미나 참석하고 불쌍타~
2022.06.13 11:17,카카오,개미무덤,큰일일세ㆍㆍ5만도 비싼 주식같은데ㆍ
2022.06.13 11:17,카카오,기도하자si8,살고싶다si8
2022.06.13 11:18,카카오,물타기 하세요,"ㅋㅋㅋㅋ
6만가잣"
2022.06.13 11:19,카카오,헐헐 나스닥 선물 엄청 끌어 올리네요. 브라보..,"나스닥 선물 보고 팔고 나스닥 선물 보고 사고...

내가 볼때 7800 이나 7900되서 끝날꺼 같은데..."
2022.06.13 11:19,카카오,아니,먼 껍데기 시총이 이리 비싼겨ㆍ흐미ㆍㆍ10조도 비싸보이구만ㆍㆍㆍ
2022.06.13 11:20,카카오,숏친놈들만,잘사는세상
2022.06.13 11:21,카카오,빈껍데기 회사 ㅋㅋ,이 시간에도 뭐 상장 시킬지 대가리 굴리고 있을듯 ㅋㅋㅋ
2022.06.13 11:21,카카오,아니..전쟁통에 왜 주식을 하는거져????,"금방 끝날 전쟁이 절대 아닌데....
다들 참 긍정적이네...
난 오늘도 구경만..."
2022.06.13 11:22,카카오,2만5천원이 현실이 될 수 도...,"생산적 기업이 아닌 생산자와 소비자의 중간에서 마진 장사를 하는 거머리 플렛폼 회사..
그야말로 찰거머리 수익방식이라는 사실... 진드기 약 처방하면 소니나 파라소닉보다 더 쉽게 훅 간다~"
2022.06.13 11:22,카카오,물리신분들 보세요,배당금 받고 힘내세요^^
2022.06.13 11:23,카카오,"곡소리많이나네요.,..","46900 신규 진입해볼게요
손절 -20% 라인잡고 천천히 모아봐야겠네요"
2022.06.13 11:24,카카오,10층 참다참다 어제 물탔는데,오늘 7자 보네 ㅎㅎㅎㅎㅎㅎㅎ흑흑
2022.06.13 11:28,카카오,카카오,당나구 머띠고 머띰 남는거 머 있겄어 ?더 내리라 !
2022.06.13 11:28,카카오,쓰레기 기업,"왜 쓰레기냐
주식은 우하향이고
마냥 기다리자니
배당금은 십원짜리 몇개
그러니 너들은 망해야돼"
2022.06.13 11:29,카카오,좌카오 좌좌,제주좌카오
2022.06.13 11:29,카카오,ㅋㅋㅋ,5만 가남요..
2022.06.13 11:29,카카오,10층 참다참다 어제 물탔는데,지금 물타고 평단 얼마세요?
2022.06.13 11:29,카카오,인생 별거없다,"싫다
6000만원 ㅜ ㅜ
앱을 안볼려고 저 뒤로 옮겨놔도
또 보고 있다
짜장면 먹고 싶은테
내주제에 짜파게티나 먹어야겠다
미국 중간선거 로 좀 올라가겠지
물탈 돈이 없다
비상금 탈탈 털어 비트 사서 그것도 반
삼전 , 현대차 마찬가지
손절시기 놓치고
관망중
팝콘쥐고 관망중 ㅜ ㅜ
별거없다
별거없다"
2022.06.13 11:31,카카오,내가 쓴글 봐라,"왜 내말안듣노?ㅋㅋ
내가 콜걸.무당.전문가다
내가 얘기했지?
이거 일베 대장주
윤짜장 되면 박살 난다고
지금이라도 던지고 튀어라
진짜 한강 간다
이달안에 5짜 본다
per 봐라 ㅋㅋ
장난해?
1만원도 개비싸다
차라리 코인을 해라"
2022.06.13 11:32,카카오,앵두행님 우짜노,거참 팍팍
2022.06.13 11:33,카카오,관망이 답,"물가,유가 치솟고 주식,부동산 나락
회전주기 참 정확하다"
2022.06.13 11:34,카카오,2찍들 가까운 옥상서,낙하해라ㅡ내가 죄인이다 외치며
2022.06.13 11:35,카카오,지금가격도비싸다,"7만초반오면,무릎선일듯,바닥은아니다"
2022.06.13 11:36,카카오,"151500원 평단에서 ㅎㅎㅎ 10만원으로 1억 있으면 좋겠다, 병인가??",괜잖아 코스피 빠진 탓인걸 뭐 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
2022.06.13 11:37,카카오,유대금융 자본이 있다 믿어라!!!,팍팍!!!!!!!!!!!!!!!!!!!
2022.06.13 11:40,카카오,ㅂㅅㄱㅇㅈㅁ,개악질기업
2022.06.13 11:40,카카오,북한 핵실험버튼 누르면. 바로~5만원간다!!,"지금 매수하는 얼간이들은 없겟지...??
지금 매수하면 진짜~ 바보인거 알거다!!"
2022.06.13 11:41,카카오,코스피 2522p~2470p,"22년 코스피, 코스닥 지지선 예측

코스피 (1) 2522p~2470p (2) 2300p
코스닥 (1) 837p (2) 740p
코제약 8000p

차트분석은 예측과 대응이 필요로 합니다.
판단은 각자의 '몫' 입니다.

2022.06.13 ps"
2022.06.13 11:46,카카오,하락을,"즐기세요 현금이 없는분들은
이런장이 정말 싫겠지만
현금이 있는 사람들은
이런장이 즐겁습니다"
2022.06.13 11:47,카카오,다시는 10만원 못넘겠죠?,ㅜㅜ
2022.06.13 11:47,카카오,4만원 이하되면 매수할게,오래안걸려~~
2022.06.13 11:49,카카오,적정가?,얼마인가요?
2022.06.13 11:50,카카오,개카오 그룹..,"이제는 카페와같이가는구나.
쓰레기 기업의 썩어 빠진 경영진들..
개카오 상폐가 답인듯.."
2022.06.13 11:51,카카오,윤석열은 주가가 그러거나말거나,"오늘도 퍼 마십니다~~~♡♡
니들이 찍었잔어~~~♡♡"
2022.06.13 11:57,카카오,액분계산하면 2년전,2~3만원 하던거야
2022.06.13 11:59,카카오,2번찍은 후폭풍 시작. . . . .,쯧쯧쯧
2022.06.13 12:02,카카오,카카오는 카카오3총사를 보면된다,"카카오페이 -9.05%


카카오뱅크 -6.77%


카카오게임즈 -2.81%


==============


카카오 -3.75%






카카오 게임즈가 그나마 선방한듯


카카오가 밀리는건 카카오 페이


카카오 뱅크 밀리니깐


결국 따라간다




공매도 금지 때 무리하게 올린 부작용도 있구



카카오가 미친듯이 올라갈땐


카카오 페이도 있다


카카오 뱅크도 있다


이럴때였고




막상 뚜껑을 열어보니 개거품


그리고 나라에서 집중규제




때마침 온갖 악재에 악재를 거듭하고




북한도발 미친물가 화물파업 전쟁장기화


긴축정책 금리상승 수출금지 각종악재들


유가 환율 다 올라가고 미증시 개박살나고 있고


그것외에 안터진 악재들 : 부동산 버블과 가계부채 폭탄





거기에 정권교체 불확실성과


공매도 금지와 부양책의 부작용





내말 틀린거 없제???





카카오를 살려면 내 생각에


전투력이 6만5천쯤으로 보여진다



후훗"
2022.06.13 12:04,카카오,아직멀었다,"더떨어진다
6만보고기다려라
아직두비싸다"
2022.06.13 12:04,카카오,국민주식 카카오! 2030 MZ세대에 잘 알려진 주식,모두를 심연의 나락으로 끌고간 주식 ㅋㅋ
2022.06.13 12:06,카카오,형이 팩트만 쓴다,"카카오 아직도 너무너무 비싸다

액분하기전 가격으로 따지면 지금도 39만원이네 ㅡㅡ

적정가 3만원와야 액분전가격 15만원이네

팩트는 3만원까지 추락 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2022.06.13 12:06,카카오,ㅋㅋㅋ 니들이 원하는 가격 왔잔어 사봐 사봐,"삼전 카카오 니들이 원하는 가격왔어 사봐
왜 안사 집팔아서 산다며 ㅋㅋㅋ 그땐 그때다?
푸하하하"
2022.06.13 12:08,카카오,우울하다 진짜,"다 나가요

혼자 있고 싶응께 ㅠㅠ"
2022.06.13 12:09,카카오,뉴스에서는,"연일 주가가폭락한다
인플레이션의 공포가 왔다
세상이 망할거 같지?
빅스지수는 연일 오르고
환율은 급등하고
모든게 망한다고 하고
경제적으로 좋은 뉴스라곤 코빼기도 없고
모두가 주식을 팔고
자산시장은 무너지고
부동산값은 하락을 하고
개인투자자들만 죽어나가고
연일 안좋은 소식이 판을친다
이제 공포가 스물스물 기어나오지?
감정을 갖지말고 주식시장을 바라보면 어떨까
모든 종목이 하방을 외치고
시가 총액 적은 모트렉스등은 오늘도 상한가
어디선가는 울지만 어느누군가는 웃고 있겠지
ㅎㅎ
잘 생각해보면 지금 안물린 사람이 얼마나 될까?
거의 대부분이 물려서 화딱지 나겠지
어느 누군가는 집살돈 결혼자금 평생모은돈이 주식시장이 떨어져서 팔지도 못하고 걱정만 하고 있을수도
코스피 지수는 전저점 2540을 깨고 현재 2520선
이제 더이상 증시에 가망은 없는걸까?
강방천 회장님은 코스피가 이제는 박스권으로 갈것 같다고 했다
13년간 조정은 날카로운 v자형 협곡 조정이었다면 이번 조정은 길고 지루한 박스형 u자 분지 조정을 예상한다고 했다
무슨말이냐
신용으로 주식을 산 사람들에게는 어마어마한 큰 피해가 가겠지
큰 하락보다 무서운건 긴 조정장이거든
그 조정장을 버티는 사람은 열매를 먹겠지
다만 예전처럼 급격한 상승은 없고 종목형 액트브 펀드가 수익률이 좋을 것이라고 했다는 말

주식은 엉덩이로 하라는말
이제는 실천에 옮길때"
2022.06.13 12:09,카카오,석렬이형 만세~~~,참살기좋은 세상이다 그지 ㅋ
2022.06.13 12:12,카카오,좌카오,좌좀정권 끝나니 추락이 끝이없냐???
2022.06.13 12:16,카카오,77층? 난 33층에서대기중~,"빨리와라...
기다림도 힘들다 ㅠ...."
2022.06.13 12:16,카카오,문재인때는 존나빡세보여서 대통령 줘도안한다했지,"근데 석열이 보니깐 존나재밌게 사네
대통령 꿈을 꾸게 만들어~~♡♡"
2022.06.13 12:18,카카오,조만간,"7만초반까지한번더오것네
지금가격도금새왔다
좀더기다리면7만초반이다ㅋㅋㅋ
지금시장에서,이가격매수안하지ㅋㅋㅋ"
2022.06.13 12:19,카카오,솔직히 조금 오르면 다 Ipo 해버리고,회사에대한 신뢰가 별로 없어서 적당히 먹고 나오기 잘했다 싶네
2022.06.13 12:20,카카오,3조짜리가,10배 뻥튀기
2022.06.13 12:23,카카오,7만 카카오 ㅋㅋㅋㅋ 입성,훠ㅓㅓㅜ
2022.06.13 12:23,카카오,앵두할배 손절했다는 소식뜨면,"그때가 매수시점이다

그전엔 매수금지"
2022.06.13 12:23,카카오,카카오,카카카카카카카카오오옹오오옥
2022.06.13 12:24,카카오,한강에둥둥,주주가둥둥
2022.06.13 12:25,카카오,올~~ 보다.,내일이 더 문제!!!?
2022.06.13 12:31,카카오,6짜언제오나,현기증나네
2022.06.13 12:32,카카오,액분한거 다시 합해라,"액분 할때보다 떨어졌네..

그냥 다시 액분한거 원상복귀해라..."
2022.06.13 12:32,카카오,대주주들이 ..,"대주주들이 장난 치고
배당은 사탕 1개 값도 안되고
그 지랄하니 누가 사고 싶겟냐고."
2022.06.13 12:32,카카오,39000원에 애개리 벌리고있어요 빨리와~,ㅋㅋ
2022.06.13 12:32,카카오,기본급 OOO 머하노,웃기지도 않어 ㅠ
2022.06.13 12:33,카카오,4만원 오면,진입대기 10주
2022.06.13 12:33,카카오,주가폭락 원인은 윤석열?,"좋지않은 세계 금융시장에 전쟁불사하니 외국인 투자 떠나고.. 한국형 트럼프... 이번주 종합주가 2,500선 붕괴"
2022.06.13 12:34,카카오,힘내라 영두야,영두가 팔면 매수!
2022.06.13 12:34,카카오,마왕님 힘내라에요,그런데 카카오는 절대 못오른다에요 ㅠ ㅠ
2022.06.13 12:36,카카오,퍼가 이제 14배도 안된다.,"왜이리 내려 꼿나.
자 이제 갑시다."
2022.06.13 12:36,카카오,앵두,"어디갔냐 ㄱ ㅋㅋㅋ
주둥이좀 털어봐 ㅋㅋ"
2022.06.13 12:37,카카오,카카오가 많이 떨어지긴 했지만,"아직도 더 떨어질 가능성이 높은것이



2017년도 과거에도 저렴한 2만원3만원대였을때도


고점에서 2년가까이 떨어진적 있었다


더구나 현재는 부양책을 써서 더 많이 올랐으므로


불필요한 거품이 많이 끼였다고 봐야지




따라서 17만원 큰 고점에서 두배가까이


떨어지긴 했지만 이게 끝이 아닐거라고 본다


큰 고점을 찍은 만큼 앞으로 2년에서


3년 가까이도 빠질수가 있다



17만원에서 7만원이니 바닥일것 같은


착각이 들수도 있겠지만



주가란게 그렇지가 않다





한번 내려가기 시작하면 2년에서


3년에 걸쳐 최대5년이상


내려가기도 한다




가격대는 17만원에서 7만원이니


바닥일것 같지만



아직 1년밖에 안빠졌다


그러니 2년간 더 빠진다고 생각하면


얼마나 내려갈지 상상할수 없는것이다



주가란게 지겹도록 횡보하고


지겹도록 내려간다




단지 공매도로 수혜를 입었다가


갑자기 폭락을 겪은 개미 투자자들은


그게 쉽게 잘 보일리가 없는것이고


바닥이다 싸다 줏어라 하기 쉬운것이지




나중되면 무슨뜻인지 알게될지두"
